1713074745057, 5, -0.00017
1713074745058, 6, 0.00017
1713074745058, 7, -0.00017
1713074745058, 8, 0.00017
1713074745069, 5, -0.00041
1713074745069, 6, 0.00027
1713074745070, 7, -0.00029
1713074745070, 8, 0.00023
1713074745081, 5, -0.00066
1713074745081, 6, 0.00039
1713074745081, 7, -0.00044
1713074745082, 8, 0.00033
1713074745092, 5, -0.00099
1713074745092, 6, 0.00052
1713074745092, 7, -0.0006
1713074745093, 8, 0.00041
1713074745103, 5, -0.00131
1713074745103, 6, 0.00064
1713074745103, 7, -0.00077
1713074745103, 8, 0.0005
1713074745114, 5, -0.00163
1713074745114, 6, 0.00077
1713074745114, 7, -0.00093
1713074745115, 8, 0.00058
1713074745125, 5, -0.00193
1713074745125, 6, 0.0009
1713074745125, 7, -0.0011
1713074745126, 8, 0.00066
1713074745136, 5, -0.00223
1713074745136, 6, 0.00103
1713074745136, 7, -0.00126
1713074745137, 8, 0.00074
1713074745147, 5, -0.0024
1713074745148, 6, 0.0012
1713074745148, 7, -0.00143
1713074745149, 8, 0.0009
1713074745160, 5, -0.00253
1713074745160, 6, 0.00136
1713074745160, 7, -0.0016
1713074745161, 8, 0.00107
1713074745171, 5, -0.0027
1713074745171, 6, 0.00153
1713074745172, 7, -0.00177
1713074745172, 8, 0.00124
1713074745182, 5, -0.00286
1713074745183, 6, 0.0017
1713074745183, 7, -0.00193
1713074745183, 8, 0.00141
1713074745194, 5, -0.00303
1713074745195, 6, 0.00186
1713074745196, 7, -0.0021
1713074745196, 8, 0.00157
1713074745206, 5, -0.0032
1713074745207, 6, 0.00203
1713074745207, 7, -0.00227
1713074745207, 8, 0.00174
1713074745217, 5, -0.00336
1713074745217, 6, 0.0022
1713074745218, 7, -0.00243
1713074745220, 8, 0.00191
1713074745230, 5, -0.00353
1713074745231, 6, 0.00237
1713074745232, 7, -0.0026
1713074745233, 8, 0.00207
1713074745244, 5, -0.00355
1713074745244, 6, 0.00253
1713074745244, 7, -0.00277
1713074745244, 8, 0.00224
1713074745255, 5, -0.00372
1713074745255, 6, 0.0027
1713074745256, 7, -0.00293
1713074745257, 8, 0.00241
1713074745268, 5, -0.0036
1713074745268, 6, 0.00287
1713074745268, 7, -0.0031
1713074745269, 8, 0.00255
1713074745280, 5, -0.00352
1713074745280, 6, 0.00303
1713074745280, 7, -0.00327
1713074745280, 8, 0.00271
1713074745291, 5, -0.00369
1713074745291, 6, 0.0032
1713074745292, 7, -0.00344
1713074745292, 8, 0.00288
1713074745302, 5, -0.00385
1713074745303, 6, 0.00337
1713074745303, 7, -0.0036
1713074745303, 8, 0.00304
1713074745313, 5, -0.00403
1713074745314, 6, 0.00348
1713074745314, 7, -0.00372
1713074745315, 8, 0.00317
1713074745326, 5, -0.0039
1713074745326, 6, 0.00365
1713074745326, 7, -0.00389
1713074745326, 8, 0.00333
1713074745336, 5, -0.00408
1713074745337, 6, 0.00376
1713074745337, 7, -0.00401
1713074745337, 8, 0.00346
1713074745347, 5, -0.00424
1713074745347, 6, 0.00393
1713074745348, 7, -0.00417
1713074745348, 8, 0.00362
1713074745358, 5, -0.00442
1713074745359, 6, 0.00404
1713074745360, 7, -0.0043
1713074745360, 8, 0.00375
1713074745370, 5, -0.00459
1713074745370, 6, 0.00412
1713074745371, 7, -0.00448
1713074745371, 8, 0.00388
1713074745381, 5, -0.00476
1713074745381, 6, 0.00429
1713074745381, 7, -0.00465
1713074745382, 8, 0.00405
1713074745392, 5, -0.00493
1713074745392, 6, 0.00431
1713074745393, 7, -0.00476
1713074745393, 8, 0.00417
1713074745403, 5, -0.0051
1713074745403, 6, 0.00442
1713074745403, 7, -0.00491
1713074745404, 8, 0.00431
1713074745414, 5, -0.00527
1713074745414, 6, 0.0045
1713074745414, 7, -0.00506
1713074745414, 8, 0.00445
1713074745425, 5, -0.00544
1713074745426, 6, 0.00467
1713074745426, 7, -0.00523
1713074745426, 8, 0.00461
1713074745438, 5, -0.00561
1713074745438, 6, 0.00476
1713074745438, 7, -0.00541
1713074745438, 8, 0.00477
1713074745449, 5, -0.00577
1713074745449, 6, 0.00486
1713074745449, 7, -0.00561
1713074745449, 8, 0.00494
1713074745460, 5, -0.00593
1713074745460, 6, 0.00496
1713074745460, 7, -0.00582
1713074745461, 8, 0.00512
1713074745471, 5, -0.00609
1713074745471, 6, 0.00496
1713074745472, 7, -0.00605
1713074745472, 8, 0.00525
1713074745483, 5, -0.00625
1713074745483, 6, 0.00506
1713074745484, 7, -0.00625
1713074745486, 8, 0.00541
1713074745496, 5, -0.00629
1713074745496, 6, 0.00523
1713074745496, 7, -0.00642
1713074745496, 8, 0.00554
1713074745507, 5, -0.00642
1713074745507, 6, 0.0054
1713074745507, 7, -0.00658
1713074745507, 8, 0.0057
1713074745518, 5, -0.00652
1713074745519, 6, 0.00556
1713074745519, 7, -0.00675
1713074745519, 8, 0.00586
1713074745531, 5, -0.00661
1713074745531, 6, 0.0056
1713074745531, 7, -0.0069
1713074745533, 8, 0.00605
1713074745543, 5, -0.00674
1713074745543, 6, 0.0057
1713074745544, 7, -0.00707
1713074745544, 8, 0.00615
1713074745554, 5, -0.00688
1713074745554, 6, 0.00587
1713074745556, 7, -0.00723
1713074745556, 8, 0.00631
1713074745566, 5, -0.00705
1713074745566, 6, 0.00604
1713074745567, 7, -0.0074
1713074745567, 8, 0.00648
1713074745577, 5, -0.00721
1713074745577, 6, 0.00621
1713074745578, 7, -0.00757
1713074745578, 8, 0.00665
1713074745588, 5, -0.00738
1713074745588, 6, 0.00637
1713074745589, 7, -0.00773
1713074745589, 8, 0.00681
1713074745599, 5, -0.0075
1713074745599, 6, 0.00654
1713074745600, 7, -0.0079
1713074745600, 8, 0.00698
1713074745610, 5, -0.00764
1713074745610, 6, 0.00671
1713074745611, 7, -0.00807
1713074745611, 8, 0.00715
1713074745621, 5, -0.00781
1713074745621, 6, 0.00687
1713074745622, 7, -0.00824
1713074745622, 8, 0.00731
1713074745633, 5, -0.00808
1713074745633, 6, 0.00697
1713074745634, 7, -0.00837
1713074745634, 8, 0.00741
1713074745644, 5, -0.00815
1713074745644, 6, 0.00714
1713074745645, 7, -0.00854
1713074745645, 8, 0.00754
1713074745655, 5, -0.00822
1713074745656, 6, 0.00731
1713074745656, 7, -0.00871
1713074745657, 8, 0.00768
1713074745667, 5, -0.00828
1713074745667, 6, 0.00747
1713074745668, 7, -0.00887
1713074745668, 8, 0.00782
1713074745678, 5, -0.00837
1713074745678, 6, 0.00764
1713074745679, 7, -0.00904
1713074745680, 8, 0.00798
1713074745690, 5, -0.00839
1713074745690, 6, 0.00781
1713074745691, 7, -0.00921
1713074745691, 8, 0.00801
1713074745701, 5, -0.00849
1713074745701, 6, 0.00797
1713074745702, 7, -0.00937
1713074745702, 8, 0.00818
1713074745712, 5, -0.00835
1713074745712, 6, 0.00814
1713074745713, 7, -0.00954
1713074745713, 8, 0.00834
1713074745723, 5, -0.00831
1713074745724, 6, 0.00831
1713074745725, 7, -0.00971
1713074745725, 8, 0.00851
1713074745735, 5, -0.00838
1713074745735, 6, 0.00847
1713074745736, 7, -0.00988
1713074745736, 8, 0.00864
1713074745746, 5, -0.00841
1713074745746, 6, 0.00864
1713074745746, 7, -0.01004
1713074745747, 8, 0.00881
1713074745757, 5, -0.00849
1713074745757, 6, 0.00881
1713074745758, 7, -0.01021
1713074745758, 8, 0.00895
1713074745768, 5, -0.00854
1713074745768, 6, 0.00898
1713074745769, 7, -0.01038
1713074745769, 8, 0.00905
1713074745779, 5, -0.00858
1713074745779, 6, 0.00914
1713074745780, 7, -0.01054
1713074745781, 8, 0.00918
1713074745791, 5, -0.00872
1713074745791, 6, 0.00938
1713074745792, 7, -0.01081
1713074745792, 8, 0.00929
1713074745802, 5, -0.0088
1713074745802, 6, 0.00955
1713074745803, 7, -0.01098
1713074745803, 8, 0.00946
1713074745813, 5, -0.00892
1713074745813, 6, 0.00969
1713074745814, 7, -0.01127
1713074745814, 8, 0.00963
1713074745824, 5, -0.00893
1713074745825, 6, 0.00986
1713074745826, 7, -0.01144
1713074745826, 8, 0.00975
1713074745837, 5, -0.00895
1713074745837, 6, 0.01003
1713074745837, 7, -0.0116
1713074745837, 8, 0.00986
1713074745848, 5, -0.00896
1713074745848, 6, 0.0102
1713074745849, 7, -0.01175
1713074745849, 8, 0.00998
1713074745859, 5, -0.00899
1713074745859, 6, 0.01036
1713074745860, 7, -0.01192
1713074745861, 8, 0.01007
1713074745871, 5, -0.00902
1713074745871, 6, 0.01053
1713074745872, 7, -0.01209
1713074745872, 8, 0.01017
1713074745882, 5, -0.00905
1713074745882, 6, 0.0107
1713074745882, 7, -0.01225
1713074745883, 8, 0.01027
1713074745893, 5, -0.0089
1713074745893, 6, 0.01087
1713074745893, 7, -0.01242
1713074745893, 8, 0.01029
1713074745904, 5, -0.00895
1713074745904, 6, 0.01096
1713074745904, 7, -0.01267
1713074745904, 8, 0.01024
1713074745915, 5, -0.00907
1713074745915, 6, 0.01113
1713074745915, 7, -0.01284
1713074745915, 8, 0.01038
1713074745926, 5, -0.00912
1713074745926, 6, 0.01129
1713074745926, 7, -0.013
1713074745926, 8, 0.01047
1713074745937, 5, -0.00915
1713074745937, 6, 0.01146
1713074745937, 7, -0.01317
1713074745937, 8, 0.01056
1713074745948, 5, -0.0092
1713074745948, 6, 0.01163
1713074745948, 7, -0.01334
1713074745948, 8, 0.01065
1713074745959, 5, -0.00904
1713074745959, 6, 0.01179
1713074745959, 7, -0.0135
1713074745959, 8, 0.01075
1713074745970, 5, -0.00911
1713074745970, 6, 0.01196
1713074745970, 7, -0.01367
1713074745970, 8, 0.01087
1713074745981, 5, -0.0092
1713074745981, 6, 0.01213
1713074745981, 7, -0.01384
1713074745981, 8, 0.01097
1713074745992, 5, -0.00929
1713074745992, 6, 0.0123
1713074745992, 7, -0.01401
1713074745992, 8, 0.01105
1713074746002, 5, -0.00937
1713074746003, 6, 0.01247
1713074746003, 7, -0.01417
1713074746003, 8, 0.01113
1713074746013, 5, -0.00945
1713074746014, 6, 0.01264
1713074746014, 7, -0.01434
1713074746014, 8, 0.01122
1713074746024, 5, -0.00951
1713074746025, 6, 0.01281
1713074746025, 7, -0.01451
1713074746025, 8, 0.01135
1713074746035, 5, -0.00956
1713074746036, 6, 0.01298
1713074746036, 7, -0.01468
1713074746036, 8, 0.01147
1713074746046, 5, -0.00961
1713074746047, 6, 0.01316
1713074746048, 7, -0.01485
1713074746048, 8, 0.01159
1713074746058, 5, -0.00966
1713074746059, 6, 0.01333
1713074746059, 7, -0.01501
1713074746059, 8, 0.01167
1713074746069, 5, -0.00971
1713074746070, 6, 0.01349
1713074746070, 7, -0.01518
1713074746070, 8, 0.01174
1713074746080, 5, -0.00977
1713074746080, 6, 0.01366
1713074746081, 7, -0.01535
1713074746081, 8, 0.01182
1713074746091, 5, -0.00982
1713074746091, 6, 0.01383
1713074746092, 7, -0.01551
1713074746092, 8, 0.01189
1713074746102, 5, -0.00988
1713074746103, 6, 0.01399
1713074746104, 7, -0.01568
1713074746105, 8, 0.01196
1713074746115, 5, -0.00993
1713074746115, 6, 0.01416
1713074746116, 7, -0.01585
1713074746117, 8, 0.01202
1713074746127, 5, -0.00999
1713074746127, 6, 0.01433
1713074746128, 7, -0.01601
1713074746128, 8, 0.01209
1713074746138, 5, -0.01005
1713074746138, 6, 0.01449
1713074746139, 7, -0.01618
1713074746139, 8, 0.01217
1713074746149, 5, -0.01011
1713074746149, 6, 0.01466
1713074746149, 7, -0.01635
1713074746150, 8, 0.01225
1713074746160, 5, -0.01016
1713074746160, 6, 0.01483
1713074746161, 7, -0.01652
1713074746161, 8, 0.01233
1713074746171, 5, -0.01022
1713074746171, 6, 0.015
1713074746172, 7, -0.01668
1713074746173, 8, 0.01241
1713074746183, 5, -0.01027
1713074746183, 6, 0.01516
1713074746184, 7, -0.01685
1713074746184, 8, 0.01249
1713074746194, 5, -0.01033
1713074746194, 6, 0.01533
1713074746195, 7, -0.01702
1713074746195, 8, 0.01258
1713074746205, 5, -0.01049
1713074746206, 6, 0.0155
1713074746206, 7, -0.01718
1713074746206, 8, 0.01274
1713074746216, 5, -0.01067
1713074746217, 6, 0.01565
1713074746218, 7, -0.01728
1713074746218, 8, 0.01293
1713074746229, 5, -0.01072
1713074746229, 6, 0.01582
1713074746229, 7, -0.01745
1713074746229, 8, 0.013
1713074746240, 5, -0.01076
1713074746240, 6, 0.01598
1713074746240, 7, -0.01761
1713074746240, 8, 0.01306
1713074746251, 5, -0.01083
1713074746251, 6, 0.01615
1713074746251, 7, -0.01778
1713074746252, 8, 0.01316
1713074746262, 5, -0.01088
1713074746262, 6, 0.01632
1713074746263, 7, -0.01795
1713074746263, 8, 0.01323
1713074746273, 5, -0.01094
1713074746273, 6, 0.01648
1713074746274, 7, -0.01811
1713074746274, 8, 0.01331
1713074746284, 5, -0.01106
1713074746284, 6, 0.01665
1713074746285, 7, -0.01828
1713074746285, 8, 0.01338
1713074746296, 5, -0.0111
1713074746297, 6, 0.01682
1713074746297, 7, -0.01845
1713074746297, 8, 0.01344
1713074746308, 5, -0.01115
1713074746308, 6, 0.01698
1713074746308, 7, -0.01861
1713074746308, 8, 0.0135
1713074746319, 5, -0.01119
1713074746319, 6, 0.01715
1713074746319, 7, -0.01878
1713074746319, 8, 0.01356
1713074746330, 5, -0.01122
1713074746330, 6, 0.01732
1713074746330, 7, -0.01895
1713074746330, 8, 0.01361
1713074746341, 5, -0.01137
1713074746341, 6, 0.01749
1713074746341, 7, -0.01912
1713074746341, 8, 0.01365
1713074746352, 5, -0.01135
1713074746352, 6, 0.01765
1713074746352, 7, -0.01928
1713074746352, 8, 0.01377
1713074746363, 5, -0.01139
1713074746363, 6, 0.01782
1713074746363, 7, -0.01945
1713074746363, 8, 0.01382
1713074746374, 5, -0.01139
1713074746374, 6, 0.01799
1713074746374, 7, -0.01962
1713074746375, 8, 0.0139
1713074746386, 5, -0.01142
1713074746386, 6, 0.01815
1713074746386, 7, -0.01978
1713074746386, 8, 0.01395
1713074746397, 5, -0.01146
1713074746397, 6, 0.01832
1713074746397, 7, -0.01995
1713074746397, 8, 0.01401
1713074746408, 5, -0.01149
1713074746408, 6, 0.01849
1713074746408, 7, -0.02012
1713074746409, 8, 0.01405
1713074746420, 5, -0.01152
1713074746420, 6, 0.01865
1713074746420, 7, -0.02028
1713074746421, 8, 0.0141
1713074746431, 5, -0.01155
1713074746431, 6, 0.01882
1713074746432, 7, -0.02045
1713074746433, 8, 0.01414
1713074746443, 5, -0.01159
1713074746443, 6, 0.01899
1713074746444, 7, -0.02062
1713074746444, 8, 0.01419
1713074746454, 5, -0.01176
1713074746454, 6, 0.01916
1713074746455, 7, -0.02079
1713074746455, 8, 0.01436
1713074746465, 5, -0.01179
1713074746465, 6, 0.01932
1713074746466, 7, -0.02095
1713074746467, 8, 0.01441
1713074746477, 5, -0.01192
1713074746478, 6, 0.01949
1713074746478, 7, -0.02112
1713074746478, 8, 0.01457
1713074746488, 5, -0.01197
1713074746489, 6, 0.01966
1713074746489, 7, -0.02129
1713074746490, 8, 0.01464
1713074746500, 5, -0.01202
1713074746500, 6, 0.01982
1713074746501, 7, -0.02145
1713074746501, 8, 0.01471
1713074746511, 5, -0.01205
1713074746511, 6, 0.01999
1713074746512, 7, -0.02162
1713074746512, 8, 0.01474
1713074746522, 5, -0.01195
1713074746523, 6, 0.02016
1713074746524, 7, -0.02179
1713074746524, 8, 0.01469
1713074746534, 5, -0.01193
1713074746536, 6, 0.02032
1713074746536, 7, -0.02195
1713074746536, 8, 0.01474
1713074746547, 5, -0.0121
1713074746547, 6, 0.02049
1713074746547, 7, -0.02212
1713074746547, 8, 0.0148
1713074746558, 5, -0.01214
1713074746558, 6, 0.02066
1713074746558, 7, -0.02229
1713074746558, 8, 0.01485
1713074746569, 5, -0.01218
1713074746569, 6, 0.02083
1713074746570, 7, -0.02246
1713074746570, 8, 0.01491
1713074746581, 5, -0.01231
1713074746581, 6, 0.02099
1713074746581, 7, -0.02262
1713074746581, 8, 0.01508
1713074746592, 5, -0.01248
1713074746592, 6, 0.02116
1713074746592, 7, -0.02279
1713074746592, 8, 0.01521
1713074746603, 5, -0.01253
1713074746603, 6, 0.02133
1713074746603, 7, -0.02296
1713074746604, 8, 0.01527
1713074746614, 5, -0.01269
1713074746614, 6, 0.02149
1713074746614, 7, -0.02312
1713074746615, 8, 0.01544
1713074746625, 5, -0.01285
1713074746625, 6, 0.02166
1713074746626, 7, -0.02329
1713074746626, 8, 0.01561
1713074746636, 5, -0.013
1713074746636, 6, 0.02183
1713074746637, 7, -0.02346
1713074746637, 8, 0.01571
1713074746647, 5, -0.01302
1713074746647, 6, 0.02199
1713074746648, 7, -0.02362
1713074746648, 8, 0.01574
1713074746658, 5, -0.01308
1713074746659, 6, 0.02216
1713074746659, 7, -0.02379
1713074746659, 8, 0.01582
1713074746670, 5, -0.01325
1713074746670, 6, 0.02233
1713074746670, 7, -0.02396
1713074746670, 8, 0.01591
1713074746681, 5, -0.01328
1713074746681, 6, 0.0225
1713074746681, 7, -0.02413
1713074746681, 8, 0.01595
1713074746692, 5, -0.0133
1713074746692, 6, 0.02266
1713074746692, 7, -0.02429
1713074746693, 8, 0.01597
1713074746703, 5, -0.01344
1713074746703, 6, 0.02283
1713074746703, 7, -0.02446
1713074746704, 8, 0.01606
1713074746714, 5, -0.01345
1713074746714, 6, 0.023
1713074746715, 7, -0.02463
1713074746715, 8, 0.01607
1713074746725, 5, -0.01345
1713074746725, 6, 0.02316
1713074746726, 7, -0.02479
1713074746726, 8, 0.01609
1713074746736, 5, -0.01347
1713074746736, 6, 0.02333
1713074746737, 7, -0.02496
1713074746737, 8, 0.01611
1713074746747, 5, -0.01362
1713074746748, 6, 0.0235
1713074746748, 7, -0.02513
1713074746748, 8, 0.01627
1713074746759, 5, -0.01355
1713074746759, 6, 0.02366
1713074746759, 7, -0.02529
1713074746759, 8, 0.01633
1713074746770, 5, -0.01343
1713074746771, 6, 0.02383
1713074746771, 7, -0.02546
1713074746771, 8, 0.01626
1713074746782, 5, -0.0133
1713074746782, 6, 0.024
1713074746782, 7, -0.02563
1713074746782, 8, 0.01619
1713074746793, 5, -0.01318
1713074746793, 6, 0.02417
1713074746793, 7, -0.0258
1713074746793, 8, 0.01612
1713074746804, 5, -0.01306
1713074746805, 6, 0.02433
1713074746805, 7, -0.02596
1713074746805, 8, 0.01606
1713074746816, 5, -0.01294
1713074746816, 6, 0.0245
1713074746816, 7, -0.02613
1713074746817, 8, 0.01599
1713074746827, 5, -0.01283
1713074746827, 6, 0.02467
1713074746828, 7, -0.0263
1713074746828, 8, 0.01592
1713074746838, 5, -0.01273
1713074746839, 6, 0.02483
1713074746840, 7, -0.02646
1713074746840, 8, 0.01584
1713074746850, 5, -0.01264
1713074746851, 6, 0.025
1713074746851, 7, -0.02663
1713074746851, 8, 0.01576
1713074746861, 5, -0.01255
1713074746862, 6, 0.02517
1713074746862, 7, -0.0268
1713074746862, 8, 0.01568
1713074746873, 5, -0.01246
1713074746874, 6, 0.02533
1713074746875, 7, -0.02696
1713074746875, 8, 0.01561
1713074746885, 5, -0.01237
1713074746886, 6, 0.0255
1713074746886, 7, -0.02713
1713074746887, 8, 0.01554
1713074746897, 5, -0.01226
1713074746897, 6, 0.02567
1713074746898, 7, -0.0273
1713074746898, 8, 0.01548
1713074746908, 5, -0.01215
1713074746909, 6, 0.02584
1713074746909, 7, -0.02747
1713074746909, 8, 0.01544
1713074746919, 5, -0.01205
1713074746919, 6, 0.026
1713074746920, 7, -0.02763
1713074746920, 8, 0.01539
1713074746930, 5, -0.01196
1713074746930, 6, 0.02617
1713074746931, 7, -0.0278
1713074746931, 8, 0.01533
1713074746941, 5, -0.01188
1713074746941, 6, 0.02634
