%time,field.data
1704355158365980034,0.0
1704355158365981786,0.0
1704355158365983575,0.0
1704355158365985281,0.0
1704355158365987028,0.0
1704355158493015527,0.0
1704355158494210653,0.0
1704355158494214379,0.0
1704355158494225477,0.0
1704355158494227507,0.0
1704355158625336238,0.0
1704355158625342896,0.0
1704355158625346491,0.0
1704355158625555472,0.0
1704355158625560931,0.0
1704355158625591440,0.0
1704355158629455211,0.0
1704355158629517249,0.0
1704355158629522735,0.0
1704355158753867499,0.0
1704355158756593362,0.0
1704355158756597608,0.0
1704355158756601524,0.0
1704355158756604601,0.0
1704355158883801517,0.0
1704355158883811724,0.0
1704355158883815785,0.0
1704355158884961696,0.0
1704355158884963846,0.0
1704355158884965486,0.0
1704355158884967895,0.0
1704355158884972526,0.0
1704355159030786362,0.0
1704355159030791125,0.0
1704355159031227922,0.0
1704355159031236074,0.0
1704355159031241561,0.0
1704355159031244488,0.0
1704355159031247345,0.0
1704355159031249969,0.0
1704355159144532369,0.0
1704355159144542277,0.0
1704355159144544321,0.0
1704355159144558119,0.0
1704355159145328027,0.0
1704355159145331675,0.0
1704355159146494205,0.0
1704355159146545060,0.0
1704355159273021998,0.0
1704355159273027287,0.0
1704355159273030745,0.0
1704355159273278483,0.0
1704355159275991772,0.0
1704355159276488374,0.0
1704355159280509485,0.0
1704355159280744711,0.0
1704355159412071716,0.0
1704355159412103490,0.0
1704355159416026340,0.0
1704355159416033551,0.0
1704355159416038150,0.0
1704355159552059185,0.0
1704355159552064539,0.0
1704355159554366472,0.0
1704355159554379193,0.0
1704355159554387414,0.0
1704355159554954289,0.0
1704355159565794343,0.0
1704355159565935709,0.0
1704355159696581010,0.0
1704355159696736888,0.0
1704355159696939165,0.0
1704355159696964260,0.0
1704355159696990742,0.0
1704355159696995798,0.0
1704355159697297278,0.0
1704355159838714020,0.0
1704355159838940599,0.0
1704355159838951507,0.0
1704355159839467324,0.0
1704355159839477164,0.0
1704355159839615366,0.0
1704355159839701729,0.0
1704355159839727529,0.0
1704355159840168307,0.0
1704355159840190906,0.0
1704355160055109077,0.0
1704355160055110750,0.0
1704355160055602305,0.0
1704355160055611125,0.0
1704355160055614178,0.0
1704355160201713192,0.0
1704355160201718534,0.0
1704355160201721257,0.0
1704355160201846002,0.0
1704355160201852920,0.0
1704355160201856669,0.0
1704355160201869961,0.0
1704355160201872641,0.0
1704355160201881110,0.0
1704355160201888486,0.0
1704355160201898308,0.0
1704355160344378093,0.0
1704355160344382469,0.0
1704355160344399108,0.0
1704355160346825021,0.0
1704355160346832653,0.0
1704355160347048285,0.0
1704355160347334692,0.0
1704355160347339246,0.0
1704355160468601527,0.0
1704355160468614494,0.0
1704355160468641675,0.0
1704355160468645547,0.0
1704355160468649114,0.0
1704355160468676035,0.0
1704355160468683516,0.0
1704355160468705012,0.0
1704355160611091142,0.0
1704355160611095395,0.0
1704355160611993950,0.0
1704355160617462455,0.0
1704355160619558349,0.0
1704355160620722019,0.0
1704355160628827196,0.0
1704355160772398222,0.0
1704355160772402241,0.0
1704355160772407890,0.0
1704355160775034159,0.0
1704355160775038228,0.0
1704355160928338280,0.0
1704355160928342961,0.0
1704355160928388085,0.0
1704355160928391356,0.0
1704355160932012975,0.0
1704355160932017824,0.0
1704355160932204118,0.0
1704355160932228570,0.0
1704355160932258224,0.0
1704355161039309026,0.0
1704355161039313186,0.0
1704355161039315279,0.0
1704355161039485078,0.0
1704355161042949305,0.0
1704355161042981620,0.0
1704355161224252184,0.0
1704355161224309963,0.0
1704355161225435332,0.0
1704355161225473756,0.0
1704355161225535989,0.0
1704355161650035140,0.0
1704355161650070828,0.0
1704355161650829173,0.0
1704355161651639883,0.0
1704355161651648219,0.0
1704355161651664013,0.0
1704355161651724048,0.0
1704355161804209632,0.0
1704355161804218170,0.0
1704355161804221997,0.0
1704355161804345785,0.0
1704355161804351553,0.0
1704355161967949026,0.0
1704355161967958587,0.0
1704355161968472885,0.0
1704355161968491774,0.0
1704355161968571156,0.0
1704355161968662559,0.0
1704355161968667334,0.0
1704355162091438461,0.0
1704355162091493386,0.0
1704355162093166391,0.0
1704355162093675113,0.0
1704355162094854806,0.0
1704355162251693974,0.0
1704355162379507045,0.0
1704355162379525404,0.0
1704355162379543881,0.0
1704355162380995408,0.0
1704355162381002046,0.0
1704355162533401427,-1.3912767465897654e-06
1704355162534507134,-1.3912767465897654e-06
1704355162536613634,-1.3912767465897654e-06
1704355162537368460,-1.3912767465897654e-06
1704355162537382495,-1.3912767465897654e-06
1704355162675238253,-1.3912767465897654e-06
1704355162675516286,-1.3912767465897654e-06
1704355162675536442,-1.3912767465897654e-06
1704355162675540576,-1.3912767465897654e-06
1704355162675554952,-1.3912767465897654e-06
1704355162831237308,-1.3912767465897654e-06
1704355162831241930,-1.3912767465897654e-06
1704355162831835927,-1.3912767465897654e-06
1704355162831873136,-1.3912767465897654e-06
1704355162831877917,-1.3912767465897654e-06
1704355162833315400,-1.3912767465897654e-06
1704355162833319886,-1.3912767465897654e-06
1704355162833826838,-1.3912767465897654e-06
1704355162963451879,-4.173830239769296e-06
1704355162963473747,-4.173830239769296e-06
1704355162963476977,-4.173830239769296e-06
1704355162963494597,-4.173830239769296e-06
1704355162963499325,-4.173830239769296e-06
1704355163107771029,-1.6695320959077185e-05
1704355163111275373,-1.6695320959077185e-05
1704355163111279982,-1.8086597705666952e-05
1704355163111282697,-1.8086597705666952e-05
1704355163111306456,-1.947787445225672e-05
1704355163259331451,-2.6434258185205543e-05
1704355163261357949,-4.452085589087249e-05
1704355163261383006,-4.591213263746226e-05
1704355163262422145,-4.591213263746226e-05
1704355163262710091,-4.730340938405203e-05
1704355163262962485,-4.869468613064179e-05
1704355163415639380,-8.48678815419757e-05
1704355163415698124,-8.625915828856547e-05
1704355163416212931,-8.765043503515523e-05
1704355163416223334,-8.904171178174498e-05
1704355163416691947,-9.043298852833475e-05
1704355163550936602,-0.00012104107695330958
1704355163551353365,-0.0001252149071930789
1704355163551357971,-0.00012660618393966865
1704355163551376197,-0.0001279974606862584
1704355163551381447,-0.00012938873743284819
1704355163551969315,-0.00013217129092602773
1704355163551971967,-0.00013356256767261748
1704355163702683177,-0.00016834448633736164
1704355163702694175,-0.00016834448633736164
1704355163702704480,-0.0001697357630839514
1704355163702710432,-0.0001697357630839514
1704355163702738981,-0.00017112703983054116
1704355163844546452,-0.0001766921468169002
1704355163844551151,-0.0001822572538032593
1704355163844576630,-0.0001933874677759774
1704355163844580140,-0.00020034385150892624
1704355163844624597,-0.0002086915119884648
1704355163844653526,-0.0002100827887350546
1704355163845352059,-0.00021147406548164435
1704355163845359056,-0.0002142566189748239
1704355163845921602,-0.00021564789572141364
1704355163997182024,-0.00021843044921459318
1704355163997184904,-0.00029355939353044053
1704355163997186938,-0.00029634194702362005
1704355163997225832,-0.00029912450051679956
1704355163997229259,-0.0003019070540099791
1704355163997275134,-0.0003060808842497484
1704355164137103879,-0.0003269500354485949
1704355164137107737,-0.000338080249421313
1704355164137110038,-0.000361731954113339
1704355164137151139,-0.0003742534448326469
1704355164138965190,-0.00037842727507241626
1704355164138997231,-0.0003812098285655957
1704355164139001648,-0.00038260110531218556
1704355164139050217,-0.00038538365880536507
1704355164293962900,-0.000403470256511032
1704355164294052197,-0.0004118179169905706
1704355164294060055,-0.0004201655774701092
1704355164297855367,-0.00044520855890872496
1704355164297901665,-0.00045494749613485334
1704355164297904246,-0.0004577300496280329
1704355164297925517,-0.0004605126031212124
1704355164297959405,-0.0004632951566143919
1704355164297963556,-0.0004660777101075714
1704355164380540393,-0.000510598565998444
1704355164380596804,-0.0005300764404507006
1704355164380652642,-0.0005453804846631881
1704355164382205508,-0.0005495543149029573
1704355164382241382,-0.0005537281451427267
1704355164382271895,-0.000557901975382496
1704355164382276223,-0.0005620758056222652
1704355164382319240,-0.0005676409126086243
1704355164555030408,-0.0005954664475404197
1704355164555191385,-0.0006010315545267787
1704355164555221058,-0.0006469436871642408
1704355164555226838,-0.0006525087941506
1704355164555251647,-0.0006580739011369591
1704355164556166280,-0.0006622477313767283
1704355164556181286,-0.0006678128383630874
1704355164818975889,-0.0008973735015503988
1704355164818986440,-0.0009043298852833475
1704355164819726114,-0.0009112862690162964
1704355164821572602,-0.0009168513760026554
1704355164821629861,-0.0009224164829890145
1704355165002558971,-0.0010017192575446311
1704355165002561930,-0.0010058930877844005
1704355165002583266,-0.00101006691802417
1704355165002597705,-0.001014240748263939
