Format Version,1.24,Take Name,Take 2024-11-07 05.29.09 PM,Take Notes,,Capture Frame Rate,120.000000,Export Frame Rate,120.000000,Capture Start Time,2024-11-07 05.29.09.689 下午,Capture Start Frame,433610,Total Frames in Take,5570,Total Exported Frames,5570,Rotation Type,Quaternion,Length Units,Millimeters,Coordinate Space,Global

,Type,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker
,Name,Rigid Body 001,Rigid Body 001,Rigid Body 001,Rigid Body 001,Rigid Body 001,Rigid Body 001,Rigid Body 001,Rigid Body 001:Marker 001,Rigid Body 001:Marker 001,Rigid Body 001:Marker 001,Rigid Body 001:Marker 002,Rigid Body 001:Marker 002,Rigid Body 001:Marker 002,Rigid Body 001:Marker 003,Rigid Body 001:Marker 003,Rigid Body 001:Marker 003,Rigid Body 001:Marker 001,Rigid Body 001:Marker 001,Rigid Body 001:Marker 001,Rigid Body 001:Marker 002,Rigid Body 001:Marker 002,Rigid Body 001:Marker 002,Rigid Body 001:Marker 003,Rigid Body 001:Marker 003,Rigid Body 001:Marker 003
,ID,1FBC66F09CE911EF42658F24DD0C5597,1FBC66F09CE911EF42658F24DD0C5597,1FBC66F09CE911EF42658F24DD0C5597,1FBC66F09CE911EF42658F24DD0C5597,1FBC66F09CE911EF42658F24DD0C5597,1FBC66F09CE911EF42658F24DD0C5597,1FBC66F09CE911EF42658F24DD0C5597,1FBC66F09CE911EF42658F24DD0C5597,1FBC66F09CE911EF42658F24DD0C5597,1FBC66F09CE911EF42658F24DD0C5597,1FBC66F09CE911EF42658F24DD0C5597,1FBC66F09CE911EF42658F24DD0C5597,1FBC66F09CE911EF42658F24DD0C5597,1FBC66F09CE911EF42658F24DD0C5597,1FBC66F09CE911EF42658F24DD0C5597,1FBC66F09CE911EF42658F24DD0C5597,"BD7624F19CEA11EF42658F24DD0C5597","BD7624F19CEA11EF42658F24DD0C5597","BD7624F19CEA11EF42658F24DD0C5597","BD7624F09CEA11EF42658F24DD0C5597","BD7624F09CEA11EF42658F24DD0C5597","BD7624F09CEA11EF42658F24DD0C5597","BD7624F29CEA11EF42658F24DD0C5597","BD7624F29CEA11EF42658F24DD0C5597","BD7624F29CEA11EF42658F24DD0C5597"
,,Rotation,Rotation,Rotation,Rotation,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position
Frame,Time (Seconds),X,Y,Z,W,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z
0,0.000000,0.008688,-0.861397,-0.007089,-0.507809,-81.051910,-54.597118,122.801514,-97.176361,-54.716095,95.749268,-49.516876,-54.281113,122.512321,-96.462532,-54.794140,150.142868,-97.142624,-54.709465,95.415390,-49.554604,-54.265953,122.484932,-96.441147,-54.788872,150.453506
1,0.008333,0.007927,-0.861691,-0.006671,-0.507327,-81.058929,-54.600613,122.867744,-97.214180,-54.690540,95.833771,-49.523750,-54.339279,122.542854,-96.438896,-54.772011,150.226517,-97.146851,-54.689537,95.588806,-49.575699,-54.339733,122.503456,-96.445457,-54.772503,150.527161
2,0.016667,0.008407,-0.861613,-0.006974,-0.507448,-81.063057,-54.599850,122.845169,-97.210388,-54.707058,95.806534,-49.528103,-54.302704,122.529404,-96.450729,-54.789787,150.199509,-97.170242,-54.706264,95.538780,-49.562836,-54.302944,122.508202,-96.448448,-54.790295,150.498795
3,0.025000,0.009719,-0.861289,-0.007748,-0.507964,-81.068108,-54.538792,122.839264,-97.181946,-54.694691,95.780876,-49.533833,-54.145634,122.562080,-96.488586,-54.776047,150.174744,-97.167969,-54.691284,95.472595,-49.578033,-54.131870,122.578903,-96.448563,-54.772961,150.464264
4,0.033333,0.007781,-0.861507,-0.007078,-0.507637,-81.063820,-54.656960,122.866196,-97.199806,-54.726261,95.820663,-49.528461,-54.390308,122.563988,-96.463249,-54.854305,150.213852,-97.153885,-54.725117,95.576668,-49.581181,-54.390907,122.546692,-96.446716,-54.854752,150.482132
5,0.041667,0.008238,-0.861446,-0.007041,-0.507734,-81.056351,-54.592667,122.791176,-97.185913,-54.688274,95.741890,-49.521122,-54.302532,122.496231,-96.462059,-54.787182,150.135330,-97.141106,-54.680122,95.435226,-49.559357,-54.270054,122.469307,-96.457901,-54.773014,150.447571
6,0.050000,0.008714,-0.861366,-0.006507,-0.507868,-81.067245,-54.644581,122.861389,-97.187920,-54.782539,95.806984,-49.532009,-54.346119,122.576378,-96.481865,-54.805080,150.200729,-97.162415,-54.790997,95.498634,-49.584370,-54.334244,122.590164,-96.447632,-54.802120,150.515991
7,0.058333,0.008714,-0.861465,-0.007607,-0.507686,-81.053070,-54.558697,122.849205,-97.185310,-54.663589,95.801544,-49.518322,-54.224411,122.551125,-96.455635,-54.788086,150.194839,-97.150970,-54.662514,95.539108,-49.551502,-54.224686,122.534630,-96.449440,-54.788841,150.481781
8,0.066667,0.008863,-0.861503,-0.006970,-0.507627,-81.060127,-54.613277,122.788620,-97.195831,-54.745659,95.743164,-49.525288,-54.291691,122.486145,-96.459297,-54.802479,150.136475,-97.163414,-54.745022,95.444824,-49.559616,-54.292042,122.472641,-96.448586,-54.802673,150.455826
9,0.075000,0.008536,-0.861463,-0.006520,-0.507706,-81.069077,-54.659264,122.845970,-97.200050,-54.787083,95.797661,-49.533867,-54.369987,122.549026,-96.473358,-54.820713,150.191132,-97.169525,-54.783871,95.517128,-49.575779,-54.373123,122.554596,-96.452972,-54.821457,150.505142
10,0.083333,0.008501,-0.861447,-0.007193,-0.507725,-81.053268,-54.583645,122.784233,-97.183174,-54.689217,95.735184,-49.518230,-54.274357,122.488823,-96.458450,-54.787365,150.128601,-97.145111,-54.670494,95.440201,-49.558083,-54.257629,122.473831,-96.439140,-54.782841,150.434052
11,0.091667,0.008697,-0.861413,-0.006325,-0.507792,-81.072578,-54.659710,122.866058,-97.197998,-54.802330,95.814514,-49.537331,-54.368061,122.575447,-96.482452,-54.808731,150.208130,-97.163116,-54.802010,95.510948,-49.583935,-54.368523,122.566673,-96.459190,-54.808483,150.525131
12,0.100000,0.008920,-0.861453,-0.006903,-0.507713,-81.060867,-54.612701,122.805725,-97.191139,-54.750187,95.757042,-49.525974,-54.290184,122.509521,-96.465530,-54.797729,150.150528,-97.157471,-54.732063,95.451279,-49.558243,-54.271984,122.482262,-96.448372,-54.794491,150.447067
13,0.108333,0.008506,-0.861368,-0.006579,-0.507867,-81.061363,-54.634998,122.827057,-97.182243,-54.759327,95.772713,-49.526047,-54.345413,122.541924,-96.475845,-54.800255,150.166443,-97.159767,-54.751301,95.460815,-49.561085,-54.345371,122.539375,-96.449844,-54.798851,150.473419
14,0.116667,0.007954,-0.861609,-0.006493,-0.507469,-81.059898,-54.612118,122.880486,-97.206207,-54.708805,95.841202,-49.524578,-54.355125,122.565956,-96.448959,-54.772423,150.234222,-97.155952,-54.708008,95.570938,-49.564754,-54.355457,122.537979,-96.450516,-54.772823,150.546188
15,0.125000,0.009482,-0.861264,-0.007777,-0.508010,-81.063683,-54.541985,122.826279,-97.174866,-54.683884,95.766243,-49.529236,-54.160683,122.552353,-96.486977,-54.781387,150.160156,-97.149918,-54.684132,95.433884,-49.582741,-54.138676,122.558235,-96.447151,-54.784916,150.448715
16,0.133333,0.008782,-0.861402,-0.006516,-0.507806,-81.067055,-54.659115,122.853813,-97.191574,-54.800591,95.801712,-49.531891,-54.356686,122.564278,-96.477753,-54.820061,150.195358,-97.166840,-54.816860,95.493172,-49.569527,-54.382042,122.559059,-96.455963,-54.825836,150.512161
17,0.141667,0.008119,-0.861618,-0.007444,-0.507437,-81.060623,-54.580715,122.792320,-97.208946,-54.657787,95.754158,-49.525665,-54.283882,122.475731,-96.447311,-54.800472,150.146973,-97.167076,-54.656567,95.495445,-49.558334,-54.284115,122.451385,-96.449692,-54.801426,150.441742
18,0.150000,0.008514,-0.861483,-0.006611,-0.507673,-81.059464,-54.628456,122.834816,-97.192558,-54.752354,95.787750,-49.524288,-54.337421,122.535461,-96.461586,-54.795597,150.181152,-97.159424,-54.776707,95.500381,-49.558472,-54.352375,122.538605,-96.453300,-54.797260,150.502090
19,0.158333,0.008684,-0.861528,-0.006857,-0.507589,-81.056587,-54.628532,122.804718,-97.194824,-54.754467,95.760735,-49.521641,-54.320251,122.499352,-96.453354,-54.810879,150.153961,-97.158531,-54.753750,95.461815,-49.560337,-54.320583,122.484619,-96.441200,-54.811188,150.475677
20,0.166667,0.008529,-0.861416,-0.007147,-0.507778,-81.053955,-54.581348,122.796150,-97.180489,-54.689838,95.745102,-49.518883,-54.272041,122.504631,-96.462547,-54.782158,150.138611,-97.138611,-54.688858,95.447998,-49.561913,-54.272427,122.487152,-96.450874,-54.782661,150.462402
21,0.175000,0.008166,-0.861464,-0.006774,-0.507708,-81.064034,-54.632671,122.873596,-97.195206,-54.732376,95.825287,-49.528706,-54.355118,122.576706,-96.468224,-54.810513,150.218704,-97.156029,-54.742077,95.570770,-49.581085,-54.369106,122.570274,-96.448578,-54.816433,150.513977
22,0.183333,0.008284,-0.861468,-0.007128,-0.507695,-81.053596,-54.581402,122.788338,-97.185585,-54.676975,95.740479,-49.518444,-54.285957,122.490601,-96.456825,-54.781261,150.133850,-97.143593,-54.673702,95.434265,-49.559158,-54.280487,122.461189,-96.444374,-54.780170,150.447922
23,0.191667,0.007999,-0.861506,-0.007267,-0.507633,-81.053642,-54.625935,122.876900,-97.189728,-54.701633,95.831444,-49.518448,-54.341351,122.574554,-96.452805,-54.834824,150.224609,-97.150360,-54.700638,95.595650,-49.559349,-54.341690,122.556976,-96.443542,-54.835419,150.485107
24,0.200000,0.008676,-0.861469,-0.007213,-0.507685,-81.063309,-54.614033,122.802338,-97.195580,-54.728714,95.754745,-49.528400,-54.294609,122.504074,-96.465988,-54.818775,150.148102,-97.156250,-54.727863,95.464363,-49.580162,-54.295063,122.493690,-96.441673,-54.819069,150.453995
25,0.208333,0.009267,-0.861452,-0.006823,-0.507709,-81.053970,-54.606750,122.794403,-97.184181,-54.765831,95.745804,-49.519245,-54.268127,122.498032,-96.458542,-54.786285,150.139282,-97.154266,-54.765427,95.431229,-49.552544,-54.268452,122.486504,-96.446030,-54.786285,150.472198
26,0.216667,0.008752,-0.861437,-0.005976,-0.507753,-81.066147,-54.653465,122.868172,-97.193924,-54.809666,95.818100,-49.530849,-54.370186,122.574661,-96.473717,-54.780544,150.211655,-97.161316,-54.809502,95.492889,-49.580601,-54.370716,122.570030,-96.443512,-54.780041,150.544205
27,0.225000,0.008444,-0.861526,-0.007326,-0.507591,-81.062531,-54.586033,122.774376,-97.200943,-54.684540,95.730377,-49.527599,-54.275486,122.469131,-96.459106,-54.798073,150.123535,-97.166321,-54.683479,95.452271,-49.564194,-54.275772,122.454468,-96.448555,-54.798782,150.423767
28,0.233333,0.007773,-0.861550,-0.006699,-0.507569,-81.065453,-54.620602,122.899261,-97.205666,-54.700993,95.856277,-49.530033,-54.366673,122.591980,-96.460701,-54.794128,150.249435,-97.154465,-54.700085,95.598022,-49.580009,-54.367119,122.568298,-96.452026,-54.794529,150.541656
29,0.241667,0.008246,-0.861603,-0.007107,-0.507466,-81.061279,-54.576962,122.797195,-97.207664,-54.671223,95.757950,-49.526272,-54.284229,122.482658,-96.449951,-54.775429,150.150894,-97.165154,-54.670284,95.479851,-49.562180,-54.284462,122.459984,-96.448364,-54.776100,150.463257
30,0.250000,0.008270,-0.861681,-0.006845,-0.507337,-81.056053,-54.596333,122.835068,-97.210480,-54.699913,95.800636,-49.521061,-54.310829,122.511055,-96.436661,-54.778248,150.193420,-97.149071,-54.704845,95.569061,-49.563377,-54.321449,122.485199,-96.447762,-54.780735,150.507416
31,0.258333,0.008498,-0.861432,-0.006213,-0.507765,-81.065079,-54.624908,122.845055,-97.192390,-54.759918,95.794586,-49.529724,-54.347675,122.552322,-96.473190,-54.767124,150.188156,-97.155479,-54.767929,95.464172,-49.582401,-54.357735,122.558899,-96.447693,-54.766888,150.538544
32,0.266667,0.008127,-0.861600,-0.006579,-0.507481,-81.055153,-54.578758,122.776505,-97.200630,-54.682384,95.736740,-49.519913,-54.309631,122.462883,-96.444946,-54.744255,150.129807,-97.142990,-54.681465,95.439415,-49.562054,-54.309952,122.429558,-96.450829,-54.744801,150.478668
33,0.275000,0.008035,-0.861500,-0.007751,-0.507635,-81.047241,-54.646072,122.863617,-97.183228,-54.709106,95.818069,-49.512203,-54.343781,122.561584,-96.446350,-54.885323,150.211121,-97.146027,-54.718529,95.612808,-49.558372,-54.352169,122.571663,-96.429955,-54.903805,150.459244
34,0.283333,0.009089,-0.861279,-0.007624,-0.507995,-81.045662,-54.581181,122.788925,-97.158157,-54.705986,95.729599,-49.510933,-54.226128,122.513664,-96.467949,-54.811424,150.123428,-97.131554,-54.710686,95.419678,-49.552803,-54.216240,122.512756,-96.444839,-54.802319,150.421463
35,0.291667,0.008146,-0.861581,-0.006433,-0.507514,-81.056816,-54.632069,122.865517,-97.200142,-54.741112,95.824493,-49.521534,-54.366673,122.554359,-96.448822,-54.788414,150.217606,-97.155235,-54.740421,95.554581,-49.559170,-54.367104,122.530144,-96.447937,-54.788586,150.523773
36,0.300000,0.008585,-0.861543,-0.006745,-0.507568,-81.055725,-54.627541,122.797630,-97.195389,-54.751411,95.754486,-49.520706,-54.328251,122.490631,-96.451134,-54.802959,150.147690,-97.158752,-54.750759,95.448929,-49.558823,-54.328548,122.475349,-96.439796,-54.803242,150.477066
37,0.308333,0.008886,-0.861489,-0.006838,-0.507653,-81.052536,-54.604877,122.785309,-97.186577,-54.742508,95.738876,-49.517635,-54.286331,122.484703,-96.453430,-54.785793,150.132248,-97.150887,-54.741890,95.439095,-49.549805,-54.286610,122.466896,-96.448708,-54.786057,150.459839
38,0.316667,0.008107,-0.861402,-0.007378,-0.507806,-81.060463,-54.631680,122.887810,-97.185608,-54.709816,95.835846,-49.525227,-54.337666,122.598206,-96.470596,-54.847557,150.229294,-97.150169,-54.708744,95.598000,-49.577255,-54.338161,122.590858,-96.444649,-54.848034,150.477325
39,0.325000,0.008257,-0.861531,-0.006951,-0.507590,-81.054466,-54.554432,122.788818,-97.193047,-54.653923,95.744926,-49.519325,-54.266167,122.483315,-96.451073,-54.743210,150.138107,-97.142693,-54.652977,95.447479,-49.562870,-54.266529,122.457893,-96.447495,-54.743717,150.474625
40,0.333333,0.008736,-0.861502,-0.006315,-0.507640,-81.058945,-54.649845,122.834038,-97.193871,-54.795017,95.788162,-49.523819,-54.356392,122.532310,-96.459198,-54.798122,150.181534,-97.164665,-54.815445,95.493179,-49.556660,-54.373062,122.536705,-96.450050,-54.813343,150.520096
41,0.341667,0.008826,-0.861521,-0.006794,-0.507599,-81.061058,-54.585106,122.805038,-97.198547,-54.720776,95.760651,-49.526154,-54.271252,122.500443,-96.458527,-54.763290,150.153931,-97.166832,-54.713139,95.451408,-49.561977,-54.265541,122.492172,-96.446701,-54.766258,150.487900
