%time,field.target0,field.target1,field.target2,field.target3,field.is_traj_end
1704358447353016738,0.0,0.08552,0.00347,0.33984,0
1704358447853064760,0.0,0.08355,0.002,0.34052,0
1704358448353184932,0.0,0.08131,0.00033,0.34125,0
1704358448853269989,0.0,0.08113,0.0,0.34204,0
1704358449353308100,0.0,0.08149,0.0,0.34287,0
1704358449853456971,0.0,0.08188,0.0,0.34373,0
1704358450353525695,0.0,0.08228,0.0,0.3446,0
1704358450853617444,0.0,0.08271,0.0,0.34545,0
1704358451353711666,0.0,0.08314,0.0,0.34628,0
1704358451853886637,0.0,0.08359,0.0,0.34706,0
1704358452353930995,0.0,0.08404,0.0,0.34777,0
1704358452854074920,0.0,0.08448,0.0,0.34837,0
1704358453354235777,0.0,0.08492,0.0,0.34886,0
1704358453854253633,0.0,0.08534,0.0,0.34919,0
1704358454354394515,0.0,0.08573,0.0,0.34935,0
1704358454854463328,0.0,0.0861,0.0,0.34931,0
1704358455354581532,0.0,0.08643,0.0,0.34905,0
1704358455854725712,0.0,0.08672,0.0,0.34854,0
1704358456354865404,0.0,0.08696,0.0,0.34775,0
1704358456854942580,0.0,0.08715,0.0,0.34668,0
1704358457355831913,0.0,0.08727,0.0,0.3453,0
1704358457855184898,0.0,0.08732,0.0,0.34359,0
1704358458355323956,0.0,0.0873,0.0,0.34154,0
1704358458855378987,0.0,0.08719,0.0,0.33914,0
1704358459355478639,0.0,0.087,0.0,0.33637,0
1704358459855618954,0.0,0.08673,0.0,0.33323,0
1704358460355733025,0.0,0.08635,0.0,0.32972,0
1704358460855830596,0.0,0.08589,0.0,0.32582,0
1704358461355938858,0.0,0.08532,0.0,0.32155,0
1704358461856029469,0.0,0.08464,0.0,0.3169,0
1704358462356158481,0.0,0.08387,0.0,0.31188,0
1704358462856284665,0.0,0.08298,0.0,0.30649,0
1704358463356326208,0.0,0.082,0.0,0.30076,0
1704358463856493071,0.0,0.0809,0.0,0.29469,0
1704358464356616424,0.0,0.0797,0.0,0.28828,0
1704358464856648030,0.0,0.0784,0.0,0.28157,0
1704358465356808195,0.0,0.07699,0.0,0.27457,0
1704358465856905582,0.0,0.07549,0.0,0.2673,0
1704358466357001444,0.0,0.07389,0.0,0.25977,0
1704358466857075751,0.0,0.07219,0.0,0.25202,0
1704358467357232219,0.0,0.07041,0.0,0.24406,0
1704358467857340023,0.0,0.06854,0.0,0.23592,0
1704358468357462557,0.0,0.0666,0.0,0.22762,0
1704358468857590109,0.0,0.06458,0.0,0.21919,0
1704358469357686443,0.0,0.0625,0.0,0.21065,0
1704358469857820858,0.0,0.06035,0.0,0.20203,0
1704358470357895038,0.0,0.05815,0.0,0.19335,0
1704358470857955112,0.0,0.0559,0.0,0.18465,0
1704358471358848597,0.0,0.05362,0.0,0.17594,0
1704358471858951546,0.0,0.0513,0.0,0.16726,0
1704358472359105613,0.0,0.04896,0.0,0.15861,0
1704358472859146930,0.0,0.0466,0.0,0.15004,0
1704358473359360007,0.0,0.04424,0.0,0.14157,0
1704358473859381214,0.0,0.04187,0.0,0.1332,0
1704358474359552184,0.0,0.03952,0.0,0.12498,0
1704358474859645105,0.0,0.03717,0.0,0.11691,0
1704358475359783233,0.0,0.03485,0.0,0.10903,0
1704358475859899205,0.0,0.03257,0.0,0.10134,0
1704358476359984973,0.0,0.03032,0.0,0.09387,0
1704358476860236153,0.0,0.02812,0.0,0.08663,0
1704358477360346002,0.0,0.02597,0.0,0.07963,0
1704358477860454876,0.0,0.02388,0.0,0.0729,0
1704358478360536750,0.0,0.02186,0.0,0.06644,0
1704358478860614104,0.0,0.01991,0.0,0.06027,0
1704358479360763486,0.0,0.01804,0.0,0.0544,0
1704358479860909507,0.0,0.01625,0.0,0.04882,0
1704358480360999051,0.0,0.01455,0.0,0.04356,0
1704358480861104162,0.0,0.01294,0.0,0.03861,0
1704358481361147581,0.0,0.01142,0.0,0.03399,0
1704358481861267898,0.0,0.01,0.0,0.02969,0
1704358482361451624,0.0,0.00868,0.0,0.02571,0
1704358482861500198,0.0,0.00747,0.0,0.02205,0
1704358483361604449,0.0,0.00635,0.0,0.01871,0
1704358483861682021,0.0,0.00534,0.0,0.01569,0
1704358484361820651,0.0,0.00442,0.0,0.01298,0
1704358484861920249,0.0,0.00361,0.0,0.01058,0
1704358485362178604,0.0,0.00289,0.0,0.00846,0
1704358485862121892,0.0,0.00227,0.0,0.00663,0
1704358486362256753,0.0,0.00173,0.0,0.00506,0
1704358486862342873,0.0,0.00129,0.0,0.00375,0
1704358487362486885,0.0,0.00092,0.0,0.00268,0
1704358487863226236,0.0,0.00063,0.0,0.00182,0
1704358488362738265,0.0,0.0004,0.0,0.00117,0
1704358488862820598,0.0,0.00024,0.0,0.00069,0
1704358489363020282,0.0,0.00012,0.0,0.00036,0
1704358489863101758,0.0,5e-05,0.0,0.00015,0
1704358490363070710,0.0,2e-05,0.0,5e-05,0
1704358490863166154,0.0,0.0,0.0,1e-05,0
1704358491364266051,0.0,0.0,0.0,0.0,0
1704358491864389742,0.0,0.0,0.0,0.0,1
