%time,field.data
1704358391239479576,0.0
1704358391239483152,0.0
1704358391239521964,0.0
1704358391239525132,0.0
1704358391239582564,0.0
1704358391239586806,0.0
1704358391239632268,0.0
1704358391239645874,0.0
1704358391239652929,0.0
1704358391239737402,0.0
1704358391239742560,0.0
1704358391452057284,0.0
1704358391452127728,0.0
1704358391452133510,0.0
1704358391561716706,0.0
1704358391561733640,0.0
1704358391561742982,0.0
1704358391561762714,0.0
1704358391561993936,0.0
1704358391562001988,0.0
1704358391562023080,0.0
1704358391562030822,0.0
1704358391562033886,0.0
1704358391563911729,0.0
1704358391563915952,0.0
1704358391563937643,0.0
1704358391682819874,0.0
1704358391682865731,0.0
1704358391682885581,0.0
1704358391682889215,0.0
1704358391682911672,0.0
1704358391682915727,0.0
1704358391682951851,0.0
1704358391722087520,0.0
1704358391828961428,0.0
1704358391829006884,0.0
1704358391829065141,0.0
1704358391829071973,0.0
1704358391829076028,0.0
1704358391829145860,0.0
1704358391829149842,0.0
1704358391829183067,0.0
1704358391829210439,0.0
1704358391829265533,0.0
1704358391829293204,0.0
1704358391829338831,0.0
1704358391967419150,0.0
1704358391970468590,0.0
1704358391970486489,0.0
1704358391970490206,0.0
1704358391970504265,0.0
1704358392121740280,0.0
1704358392121743877,0.0
1704358392121753986,0.0
1704358392121756806,0.0
1704358392122942430,0.0
1704358392122953674,0.0
1704358392122958114,0.0
1704358392122961252,0.0
1704358392122966063,0.0
1704358392325917616,0.0
1704358392325921594,0.0
1704358392325924929,0.0
1704358392326686647,0.0
1704358392326724803,0.0
1704358392353231167,0.0
1704358392353236829,0.0
1704358392353246236,0.0
1704358392353268197,0.0
1704358392353272361,0.0
1704358392353277698,0.0
1704358392429132165,0.0
1704358392433757921,0.0
1704358392433761531,0.0
1704358392433765077,0.0
1704358392433768088,0.0
1704358392433770962,0.0
1704358392433890899,0.0
1704358392433895943,0.0
1704358392433998103,0.0
1704358392434021914,0.0
1704358392434025891,0.0
1704358392555276084,0.0
1704358392555280188,1.4285714285714285e-07
1704358392557034825,2.1428571428571428e-07
1704358392557043796,3.5714285714285716e-07
1704358392557048040,5.714285714285714e-07
1704358392557074148,6.428571428571429e-07
1704358392557078798,7.857142857142857e-07
1704358392557082695,9.285714285714285e-07
1704358392557097959,1.0714285714285714e-06
1704358392557101916,1.2142857142857142e-06
1704358392557108168,1.6428571428571429e-06
1704358392557113394,1.9285714285714285e-06
1704358392557131426,2e-06
1704358392557149648,2.1428571428571427e-06
1704358392700796355,2.642857142857143e-06
1704358392701005387,3.4285714285714285e-06
1704358392701008980,3.5714285714285714e-06
1704358392701013807,4.2857142857142855e-06
1704358392701021353,4.5e-06
1704358392701025042,4.857142857142857e-06
1704358392702960931,5.142857142857143e-06
1704358392702969395,5.642857142857143e-06
1704358392702978754,5.928571428571428e-06
1704358392702982253,6.642857142857143e-06
1704358392703005501,6.928571428571429e-06
1704358392703008155,7.2142857142857145e-06
1704358392703883683,7.5e-06
1704358392868393381,1.2142857142857142e-05
1704358392870330963,1.4428571428571429e-05
1704358392870336936,1.4714285714285715e-05
1704358393055407699,2.3e-05
1704358393055425382,2.3357142857142857e-05
1704358393055434415,2.442857142857143e-05
1704358393055474670,2.507142857142857e-05
1704358393055479080,2.5642857142857142e-05
1704358393055481822,2.592857142857143e-05
1704358393137471457,2.6214285714285713e-05
1704358393137487314,2.8214285714285714e-05
1704358393137490715,2.8642857142857144e-05
1704358393137923557,2.9071428571428573e-05
1704358393137956847,3e-05
1704358393137961371,3.042857142857143e-05
1704358393138121018,3.0857142857142856e-05
1704358393138130840,3.392857142857143e-05
1704358393138134712,3.442857142857143e-05
1704358393138140169,3.6642857142857145e-05
1704358393138162440,3.764285714285714e-05
1704358393138177334,3.814285714285714e-05
1704358393138183972,3.8714285714285715e-05
1704358393138213709,3.928571428571428e-05
1704358393305969133,4.228571428571429e-05
1704358393308884045,5.921428571428571e-05
1704358393308960270,6.014285714285714e-05
1704358393308994292,6.1e-05
1704358393446058797,7.628571428571428e-05
1704358393446099658,7.95e-05
1704358393446364053,8.028571428571428e-05
1704358393742536200,0.00011157142857142857
1704358393886442934,0.00014607142857142857
1704358393886447002,0.00014835714285714287
1704358393886450545,0.00015207142857142858
1704358393886565385,0.00015464285714285715
1704358393886568962,0.0001572857142857143
1704358393886572556,0.00015857142857142857
1704358393886574988,0.00017057142857142857
1704358393886586718,0.00017214285714285715
1704358393886591811,0.00017707142857142856
1704358393886605845,0.00017878571428571428
1704358393886608589,0.0001805
1704358394028094739,0.00018221428571428571
1704358394028352135,0.00021907142857142858
1704358394028359811,0.000221
1704358394159855687,0.0002523571428571429
1704358394159890780,0.00026485714285714285
1704358394159926122,0.00029414285714285713
1704358394159938738,0.00029671428571428573
1704358394159951397,0.0002992857142857143
1704358394288448215,0.0003177142857142857
1704358394288488131,0.00034292857142857145
1704358394288516538,0.0003459285714285714
1704358394288548732,0.00034885714285714283
1704358394288580864,0.00035185714285714285
1704358394288615329,0.00035485714285714287
1704358394288647469,0.0003577857142857143
1704358394288676345,0.0003607857142857143
1704358394288707648,0.0003637857142857143
1704358394288756379,0.00036978571428571426
1704358394288791059,0.0003727857142857143
1704358394289240235,0.0003757142857142857
1704358394289322397,0.00037878571428571426
1704358394289326167,0.0003817857142857143
1704358394440631674,0.00039714285714285714
1704358394440640257,0.0004387142857142857
1704358394440649631,0.00044185714285714287
1704358394440655200,0.00044507142857142857
1704358394440800176,0.00044821428571428573
1704358394440813705,0.00045135714285714283
1704358394440818492,0.0004607857142857143
1704358394440821836,0.000464
1704358394440824496,0.00046714285714285716
1704358394440826893,0.00047035714285714286
1704358394440839457,0.00047357142857142856
1704358394590228631,0.0005731428571428571
1704358394590298597,0.0005774285714285714
1704358394872956651,0.0005817142857142857
1704358394873013300,0.0006515
1704358394873016099,0.000656
1704358394873057487,0.0006605
1704358394873071818,0.000665
1704358394873075413,0.0006695714285714286
1704358394873085123,0.0006740714285714286
1704358394873088574,0.0006786428571428572
1704358394873091899,0.0006832142857142857
1704358394873100602,0.0006877857142857142
1704358394873112740,0.0006924285714285714
1704358394873115718,0.0006970714285714286
1704358394873124254,0.0007017142857142858
1704358394873132545,0.0007064285714285714
1704358394895994001,0.000791
1704358395015834634,0.000862
1704358395015849745,0.0009186428571428571
1704358395015853813,0.0009234285714285715
1704358395015863629,0.0009282142857142857
1704358395015867592,0.000933
1704358395015877029,0.0009377857142857142
1704358395015885581,0.0009425714285714286
1704358395015898690,0.0009523571428571428
1704358395015909467,0.0009572857142857143
1704358395015920815,0.0009622857142857142
1704358395015938651,0.0009673571428571429
1704358395016354560,0.0009724285714285715
1704358395016371424,0.000977642857142857
1704358395227367357,0.0009992142857142858
1704358395227372315,0.0010729285714285715
1704358395227386010,0.0010787857142857142
1704358395227390956,0.0010847142857142856
1704358395227846087,0.001090642857142857
1704358395227854373,0.0010966428571428572
1704358395227857581,0.0011025714285714287
1704358395227923494,0.0011085714285714286
1704358395227944006,0.0011146428571428572
1704358395227957656,0.0011207142857142856
1704358395227963114,0.0011267857142857143
1704358395227967113,0.0011329285714285714
1704358395227977565,0.0011391428571428572
1704358395311123075,0.0011822857142857143
1704358395315341586,0.001321142857142857
