1730966909626,1e-05,0,1e-05,0,1e-05,0,1e-05,0
1730966909636,1e-05,0,1e-05,0,1e-05,0,1e-05,0
1730966909646,1e-05,0,1e-05,0,1e-05,0,1e-05,0
1730966909656,1e-05,0,1e-05,0,1e-05,0,1e-05,0
1730966909666,1e-05,0,1e-05,0,1e-05,0,1e-05,0
1730966909676,1e-05,0,1e-05,0,1e-05,0,1e-05,0
1730966909686,1e-05,0,1e-05,0,1e-05,0,1e-05,0
1730966909696,1e-05,0,1e-05,0,1e-05,0,1e-05,0
1730966909706,1e-05,0,1e-05,0,1e-05,0,1e-05,0
1730966909716,1e-05,0,1e-05,0,1e-05,0,1e-05,0
1730966909726,1e-05,0,1e-05,0,1e-05,0,1e-05,0
1730966909736,1e-05,0,1e-05,0,1e-05,0,1e-05,0
1730966909746,1e-05,0,1e-05,0,1e-05,0,1e-05,0
1730966909756,1e-05,0,1e-05,0,1e-05,0,1e-05,0
1730966909766,1e-05,0,1e-05,0,1e-05,0,1e-05,0
1730966909776,1e-05,0,1e-05,0,1e-05,0,1e-05,0
1730966909786,1e-05,0,1e-05,0,1e-05,0,1e-05,0
1730966909796,-1e-05,0,-1e-05,0,-1e-05,0,-1e-05,0
1730966909806,-1e-05,0,-1e-05,0,-1e-05,0,-1e-05,0
1730966909816,-1e-05,0,-1e-05,0,-1e-05,0,-1e-05,0
1730966909826,-1e-05,0,-1e-05,0,-1e-05,0,-1e-05,0
1730966909836,-1e-05,0,-1e-05,0,-1e-05,0,-1e-05,0
1730966909846,-3e-05,0,-3e-05,0,-3e-05,0,-3e-05,0
1730966909856,-3e-05,0,-3e-05,0,-3e-05,0,-3e-05,0
1730966909866,-3e-05,0,-3e-05,0,-3e-05,0,-3e-05,0
1730966909876,-5e-05,0,-5e-05,0,-5e-05,0,-5e-05,0
1730966909886,-5e-05,0,-5e-05,0,-5e-05,0,-5e-05,0
1730966909896,-5e-05,0,-5e-05,0,-5e-05,0,-5e-05,0
1730966909906,-7e-05,0,-7e-05,0,-7e-05,0,-7e-05,0
1730966909916,-7e-05,0,-7e-05,0,-7e-05,0,-7e-05,0
1730966909926,-9e-05,0,-9e-05,0,-9e-05,0,-9e-05,0
1730966909936,-9e-05,0,-9e-05,0,-9e-05,0,-9e-05,0
1730966909946,-0.00012,0,-0.00012,0,-0.00012,0,-0.00012,0
1730966909956,-0.00012,0,-0.00012,0,-0.00012,0,-0.00012,0
1730966909966,-0.00014,0,-0.00014,0,-0.00014,0,-0.00014,0
1730966909976,-0.00014,0,-0.00014,0,-0.00014,0,-0.00014,0
1730966909986,-0.00017,0,-0.00017,0,-0.00017,0,-0.00017,0
1730966909996,-0.00017,0,-0.00017,0,-0.00017,0,-0.00017,0
1730966910006,-0.0002,0,-0.0002,0,-0.0002,0,-0.0002,0
1730966910016,-0.0002,0,-0.0002,0,-0.0002,0,-0.0002,0
1730966910026,-0.00024,0,-0.00024,0,-0.00024,0,-0.00024,0
1730966910036,-0.00026,0,-0.00026,0,-0.00026,0,-0.00026,0
1730966910046,-0.00028,0,-0.00028,0,-0.00028,0,-0.00028,0
1730966910056,-0.0003,0,-0.0003,0,-0.0003,0,-0.0003,0
1730966910066,-0.00032,0,-0.00032,0,-0.00032,0,-0.00032,0
1730966910076,-0.00034,0,-0.00034,0,-0.00034,0,-0.00034,0
1730966910086,-0.00036,0,-0.00036,0,-0.00036,0,-0.00036,0
1730966910096,-0.00039,0,-0.00039,0,-0.00039,0,-0.00039,0
1730966910106,-0.00041,0,-0.00041,0,-0.00041,0,-0.00041,0
1730966910116,-0.00044,0,-0.00044,0,-0.00044,0,-0.00044,0
1730966910126,-0.00047,0,-0.00047,0,-0.00047,0,-0.00047,0
1730966910136,-0.0005,0,-0.0005,0,-0.0005,0,-0.0005,0
1730966910146,-0.00053,0,-0.00053,0,-0.00053,0,-0.00053,0
1730966910156,-0.00056,0,-0.00056,0,-0.00056,0,-0.00056,0
1730966910166,-0.00059,0,-0.00059,0,-0.00059,0,-0.00059,0
1730966910176,-0.00062,0,-0.00062,0,-0.00062,0,-0.00062,0
1730966910186,-0.00066,0,-0.00066,0,-0.00066,0,-0.00066,0
1730966910196,-0.00069,0,-0.00069,0,-0.00069,0,-0.00069,0
1730966910206,-0.00073,0,-0.00073,0,-0.00073,0,-0.00073,0
1730966910216,-0.00077,0,-0.00077,0,-0.00077,0,-0.00077,0
1730966910226,-0.00081,0,-0.00081,0,-0.00081,0,-0.00081,0
1730966910236,-0.00085,0,-0.00085,0,-0.00085,0,-0.00085,0
1730966910246,-0.00089,0,-0.00089,0,-0.00089,0,-0.00089,0
1730966910256,-0.00093,0,-0.00093,0,-0.00093,0,-0.00093,0
1730966910266,-0.00098,0,-0.00098,0,-0.00098,0,-0.00098,0
1730966910276,-0.00102,0,-0.00102,0,-0.00102,0,-0.00102,0
1730966910286,-0.00107,0,-0.00107,0,-0.00107,0,-0.00107,0
1730966910296,-0.00112,0,-0.00112,0,-0.00112,0,-0.00112,0
1730966910306,-0.00117,0,-0.00117,0,-0.00117,0,-0.00117,0
1730966910316,-0.00122,0,-0.00122,0,-0.00122,0,-0.00122,0
1730966910326,-0.00127,0,-0.00127,0,-0.00127,0,-0.00127,0
1730966910336,-0.00132,0,-0.00132,0,-0.00132,0,-0.00132,0
1730966910346,-0.00138,0,-0.00138,0,-0.00138,0,-0.00138,0
1730966910356,-0.00143,0,-0.00143,0,-0.00143,0,-0.00143,0
1730966910366,-0.00149,0,-0.00149,0,-0.00149,0,-0.00149,0
1730966910376,-0.00155,0,-0.00155,0,-0.00155,0,-0.00155,0
1730966910386,-0.00161,0,-0.00161,0,-0.00161,0,-0.00161,0
1730966910396,-0.00167,0,-0.00167,0,-0.00167,0,-0.00167,0
1730966910406,-0.00174,0,-0.00174,0,-0.00174,0,-0.00174,0
1730966910416,-0.0018,0,-0.0018,0,-0.0018,0,-0.0018,0
1730966910426,-0.00187,0,-0.00187,0,-0.00187,0,-0.00187,0
1730966910436,-0.00194,0,-0.00194,0,-0.00194,0,-0.00194,0
1730966910446,-0.00201,0,-0.00201,0,-0.00201,0,-0.00201,0
1730966910456,-0.00208,0,-0.00208,0,-0.00208,0,-0.00208,0
1730966910466,-0.00215,0,-0.00215,0,-0.00215,0,-0.00215,0
1730966910476,-0.00223,0,-0.00223,0,-0.00223,0,-0.00223,0
1730966910486,-0.0023,0,-0.0023,0,-0.0023,0,-0.0023,0
1730966910496,-0.00238,0,-0.00238,0,-0.00238,0,-0.00238,0
1730966910506,-0.00246,0,-0.00246,0,-0.00246,0,-0.00246,0
1730966910516,-0.00254,0,-0.00254,0,-0.00254,0,-0.00254,0
1730966910526,-0.00263,0,-0.00263,0,-0.00263,0,-0.00263,0
1730966910536,-0.00271,0,-0.00271,0,-0.00271,0,-0.00271,0
1730966910546,-0.0028,0,-0.0028,0,-0.0028,0,-0.0028,0
