1730966909632,2,0,6,0,0,0,0,0
1730966909632,3,0,7,0,9,0,0,0
1730966909633,4,0,8,0,0,-3.03202e-05,0,0
1730966909633,1,0,5,0,0,-0.438202,0,0
1730966909637,2,0,6,0,0,0,0,0
1730966909637,3,0,7,0,9,0,0,0
1730966909638,4,0,8,0,0,0,0,0
1730966909638,1,0,5,0,0,-0.438233,0,0
1730966909642,2,0,6,0,0,0,0,0
1730966909642,3,1,7,0,9,0,0,0
1730966909643,4,0,8,0,0,0,0,0
1730966909643,1,0,5,0,0,-0.438233,0,0
1730966909647,2,0,6,0,0,0,0,0
1730966909647,3,2,7,0,9,0,0,0
1730966909648,4,0,8,0,0,0,0,0
1730966909648,1,0,5,0,0,-0.438233,0,0
1730966909652,2,0,6,0,0,0,0,0
1730966909652,3,4,7,0,9,0,0,0
1730966909653,4,0,8,0,0,0,0,0
1730966909653,1,0,5,0,0,-0.438233,0,0
1730966909657,2,0,6,0,0,0,0,0
1730966909657,3,4,7,0,9,0,0,0
1730966909658,4,0,8,0,0,3.02826e-05,0,0
1730966909658,1,0,5,0,0,-0.438202,0,0
1730966909662,2,0,6,0,0,0,0,0
1730966909662,3,5,7,0,9,0,0,0
1730966909662,4,0,8,0,0,3.02826e-05,0,0
1730966909663,1,0,5,0,0,-0.438202,0,0
1730966909667,2,0,6,0,0,0,0,0
1730966909667,3,5,7,0,9,0,0,0
1730966909668,4,0,8,0,0,3.02826e-05,0,0
1730966909668,1,0,5,0,0,-0.438202,0,0
1730966909672,2,0,6,0,0,0,0,0
1730966909672,3,5,7,0,9,0,0,0
1730966909673,4,0,8,0,0,3.02826e-05,0,0
1730966909673,1,0,5,0,0,-0.438202,0,0
1730966909677,2,0,6,0,0,0,0,0
1730966909677,3,5,7,0,9,0,0,0
1730966909678,4,0,8,0,0,3.02826e-05,0,0
1730966909678,1,0,5,0,0,-0.438202,0,0
1730966909682,2,0,6,0,0,0,0,0
1730966909682,3,5,7,0,9,0,0,0
1730966909683,4,0,8,0,0,3.02826e-05,0,0
1730966909683,1,0,5,0,0,-0.438202,0,0
1730966909687,2,0,6,0,0,0,0,0
1730966909687,3,5,7,0,9,0,0,0
1730966909688,4,0,8,0,0,-3.03202e-05,0,0
1730966909688,1,0,5,0,0,-0.438202,0,0
1730966909692,2,0,6,0,0,0,0,0
1730966909692,3,5,7,0,9,0,0,0
1730966909692,4,0,8,0,0,-3.03202e-05,0,0
1730966909693,1,0,5,0,0,-0.438202,0,0
1730966909697,2,0,6,0,0,0,0,0
1730966909697,3,5,7,0,9,0,0,0
1730966909698,4,0,8,0,0,0,0,0
1730966909698,1,0,5,0,0,-0.438233,0,0
1730966909702,2,0,6,0,0,0,0,0
1730966909702,3,5,7,0,9,0,0,0
1730966909703,4,0,8,0,0,0,0,0
1730966909703,1,0,5,0,0,-0.438233,0,0
1730966909707,2,0,6,0,0,0,0,0
1730966909707,3,5,7,0,9,0,0,0
1730966909708,4,0,8,0,0,0,0,0
1730966909708,1,0,5,0,0,-0.438233,0,0
1730966909712,2,0,6,0,0,0,0,0
1730966909712,3,5,7,0,9,0,0,0
1730966909713,4,0,8,0,0,0,0,0
1730966909713,1,0,5,0,0,-0.438233,0,0
1730966909717,2,0,6,0,0,0,0,0
1730966909717,3,5,7,0,9,0,0,0
1730966909718,4,0,8,0,0,3.02826e-05,0,0
1730966909718,1,0,5,0,0,-0.438202,0,0
1730966909722,2,0,6,0,0,0,0,0
1730966909722,3,5,7,0,9,0,0,0
1730966909723,4,0,8,0,0,3.02826e-05,0,0
1730966909723,1,0,5,0,0,-0.438202,0,0
1730966909727,2,0,6,0,0,0,0,0
1730966909727,3,5,7,0,9,0,0,0
